train_folder,file_name,window_id,CH1_rms,CH1_kurtosis,CH1_skewness,CH1_peak,CH2_rms,CH2_kurtosis,CH2_skewness,CH2_peak,CH3_rms,CH3_kurtosis,CH3_skewness,CH3_peak,CH4_rms,CH4_kurtosis,CH4_skewness,CH4_peak,Torque[Nm],TC SP Front[¡ÆC],TC SP Rear[¡ÆC]
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,1,0.588881385,0.221763092,-0.013367837,2.916908424,1.044993942,-0.310033602,0.013318158,3.89207413,1.811536694,0.143317702,0.012174017,8.460888606,1.175303206,0.376482407,-0.040650141,5.984576037,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,2,0.59061435,0.199524843,-0.001132786,2.919253006,0.935538228,0.574419145,-0.011969034,4.020921212,1.81164151,0.21245615,0.004789745,7.760595844,1.123392827,0.472174114,0.005178489,6.024437963,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,3,0.567391196,0.080774922,0.003103849,2.498758863,0.961386896,0.508293773,-0.032777608,4.284701589,1.854162377,0.152143419,0.003303311,9.172497404,1.157608498,0.349000362,0.030377241,6.267363307,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,4,0.577857499,0.175599353,-0.000730677,2.441861488,0.913208405,0.56704668,-0.038561344,4.035934196,1.77929755,0.109875195,0.008615483,7.678326248,1.12761095,0.377493511,-0.011765077,5.881659505,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,5,0.567106218,0.13941959,0.011159616,2.670323016,0.843370505,0.618369422,-0.056006289,3.888468517,1.836600923,0.190843327,-0.010467122,8.217623143,1.180997441,0.592169591,0.020051454,7.043132854,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,6,0.564402584,0.221649232,-0.009899177,2.690006928,0.850745495,0.443181205,-0.013353909,3.762801925,1.844097992,0.189321386,-0.006578196,10.20255119,1.142993774,0.261207239,-0.043724373,5.564469641,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,7,0.56913119,0.058386314,0.00351291,2.434869581,0.801956882,0.443697131,-0.037935325,3.442204667,1.838324679,0.191512066,0.013433601,8.015746863,1.121383278,0.493221226,0.006893664,5.825713665,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,8,0.580068461,0.05623497,0.017571887,2.594813844,0.888853754,0.809682197,-0.027558239,4.17687259,1.830455518,0.153303579,-0.00399673,8.684915811,1.137051483,0.445959964,-0.002915676,6.370895813,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,9,0.578220151,0.115756099,0.010237403,2.542093036,0.863912832,0.239828086,-0.017715015,3.94520159,1.83749722,0.123954793,0.024543897,7.867235182,1.092299841,0.254665476,0.005363345,6.082557008,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331092757.tdms,10,0.56431456,0.166840864,-0.006774578,2.515702342,0.906569534,0.300614365,-0.021694961,3.807571735,1.796073202,0.033464198,-0.003731768,7.489983309,1.119021123,0.17749749,0.003844119,4.748960944,-5.164965,96.357,109.8544
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,1,0.585383122,0.38981975,-0.014913498,2.966704488,0.90499773,-0.286910879,0.025545039,3.24171912,1.777943048,0.232190245,-0.00379385,8.138040852,1.122930119,0.543994513,-0.028453491,6.717889585,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,2,0.578231324,0.499233579,0.006451783,3.11790806,0.989513853,-0.286321705,-0.022842942,3.3720007,1.816045873,0.199095237,-0.010758087,8.348676238,1.128837297,0.325471898,-0.003591534,6.051131599,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,3,0.58343352,0.188536877,-0.013606482,2.740801292,0.822376188,0.065298845,-0.021547247,3.288015148,1.833026893,0.081625398,0.010930996,8.455777036,1.131713067,1.401176693,0.023543995,7.504445192,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,4,0.570318565,0.232070645,0.001773542,2.86495475,0.770725376,1.26E-05,-0.012774192,2.90300082,1.796951236,0.064918092,0.005750748,8.012191083,1.122712678,0.678781456,-0.034369397,6.233304851,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,5,0.567538979,0.175829754,-0.011995098,2.766177638,0.863934924,-0.26193388,-0.001792884,3.32053059,1.830386881,0.109665106,-0.017123078,7.785322253,1.133542494,0.550860809,-0.01653992,6.322437891,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,6,0.570103367,0.215996142,-0.018473482,2.565731318,0.81752968,0.09781139,0.013628154,3.695499095,1.852270553,0.180808266,-0.021129749,8.739557063,1.102211028,0.397781807,-0.006477209,5.60830431,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,7,0.569577255,0.240604937,0.006609877,2.795285716,0.779664932,0.47489575,0.012631341,3.623626375,1.822361852,0.138928916,-0.012676922,8.53875353,1.102212796,0.397946452,-0.033513936,5.6154559,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,8,0.57349464,0.078381235,-0.007556912,2.733362332,0.781317658,0.368282422,-0.050399468,3.775633227,1.804962109,0.198826208,0.01554069,8.432763719,1.089117093,0.485039634,-0.033049952,5.517804482,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,9,0.561309039,0.06496569,0.008416575,2.175460492,0.988007764,-0.426751058,0.008049144,3.670990721,1.814695178,0.149046833,-0.002325111,7.885916635,1.158229661,0.477618777,0.013557824,6.268302523,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331093757.tdms,10,0.578070883,0.178557217,0.008234917,2.51780965,0.961820777,-0.383986103,0.008632524,3.461445487,1.807008176,0.126322885,0.015289903,8.428496259,1.167362712,0.419266732,0.046563871,6.128123991,-5.278761,96.2785,110.4331
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,1,0.570872797,0.158280388,0.022706387,2.54862514,0.821316989,0.777777423,-0.008900758,3.818491811,1.820298894,0.306299452,0.000796325,11.45031782,1.10828126,0.673439171,-0.039739399,6.209393247,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,2,0.585494264,0.032064004,0.024100757,2.484629728,0.899902851,0.16786012,0.015655961,3.992766586,1.768029103,0.148015501,-0.016723192,7.532813221,1.184991429,0.809094204,-0.038924993,6.820032082,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,3,0.595155446,0.285989121,0.003091329,2.750659347,0.898972462,0.162954882,0.008458176,3.81718023,1.790927215,0.106975011,0.000144975,6.938010338,1.151353018,0.808457919,0.07170034,6.784697223,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,4,0.583139316,0.314057401,-0.01350718,3.483836768,0.846999433,0.579530312,-0.010248773,4.619116568,1.786781944,0.073369851,-0.000891035,8.140324867,1.124991065,0.61585385,-0.027312918,6.139911551,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,5,0.580759154,0.233034893,-0.006301297,3.059687411,0.848993424,-0.015577853,-0.026650463,3.338592101,1.746527893,0.101252201,0.000897856,8.051529015,1.163504493,0.734818607,-0.04208563,6.890684794,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,6,0.580958373,0.152822142,0.000121982,2.636640772,0.813469334,0.515057564,-0.02292824,4.028727535,1.770992408,0.0209643,0.008429133,7.363590245,1.158637891,0.83336764,-0.05993579,7.840391169,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,7,0.575208206,0.086225495,0.002846493,2.792758221,0.834823537,1.056440084,0.003220078,4.343648318,1.814703864,0.218303637,-0.017356722,9.422637845,1.125324337,0.754625349,0.002350636,6.769993748,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,8,0.595402503,0.079098096,0.010058327,3.01282758,0.912147564,0.671512668,-0.017342778,4.075415963,1.786259184,0.111773736,0.014938776,7.487466475,1.152198533,0.960226429,0.016304676,6.502342429,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,9,0.590063032,0.170632157,-0.0017663,2.730101335,0.95541909,0.256123277,-0.003417283,3.881454575,1.824216685,0.130135223,-0.011197197,9.918415625,1.168765363,0.913838015,0.02099414,7.066149387,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331094757.tdms,10,0.57636646,0.119970445,-0.007526929,2.884909582,0.807747286,0.566443836,-0.002808281,4.389468055,1.787664025,0.163642723,-0.0023591,7.753549043,1.171688661,0.855056054,-0.03702219,6.371201936,-5.282685,94.9811,110.9275
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,1,0.576503296,0.212554821,0.004847105,3.566256811,0.76475863,1.618950488,-0.017306939,4.272438996,1.813826571,0.128395546,0.015906258,8.432510456,1.212295912,2.657344515,0.087740781,9.256024536,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,2,0.567029829,0.251931269,0.011906182,3.332955572,0.755416167,1.188304972,-0.003076118,4.129459281,1.775033913,0.199024476,-0.007237585,8.385451293,1.200871823,3.769833586,0.025043964,10.30500862,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,3,0.56362007,0.154483047,0.004351098,3.468208712,0.684924218,2.081725875,-0.03659718,4.316712253,1.795181292,0.042076565,-0.001473053,7.130136902,1.240014189,3.369897389,0.057086096,9.399698364,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,4,0.578274021,0.186870294,0.005222688,3.093351684,0.745850601,0.458612997,0.005986395,3.6367821,1.794778899,0.204056733,-0.011427049,9.368849382,1.167065807,1.820179369,0.085472059,8.944597467,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,5,0.563117268,0.199176575,0.001578202,2.454449822,0.846236255,-0.096724438,0.036791775,3.383642339,1.789947088,0.117449731,0.0048195,7.428049976,1.212183287,2.242753746,-0.104645133,7.953342931,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,6,0.579483235,0.252839578,0.004804725,3.083163722,0.873494031,-0.168358091,0.006291561,3.204035262,1.765311739,0.104945629,-0.016790882,8.094808904,1.229455872,1.916941009,0.031593632,9.22754673,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,7,0.561463979,0.139052505,0.005032627,2.787009885,0.897383928,0.083657318,0.029106118,3.8165198,1.770912566,0.22945104,-0.00732068,8.371310772,1.192682554,2.09643536,-0.134612577,8.197932624,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,8,0.56730672,0.273710216,0.006578807,3.24744248,0.75694987,1.011444164,0.025731576,3.744501434,1.813871841,0.182619319,-0.011141668,9.63453937,1.211412653,2.586056344,-0.14446978,8.732060933,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,9,0.567539612,0.290985923,-0.013317806,3.061308585,0.800824384,1.502713391,0.023452138,4.299041391,1.795254125,0.235275728,-0.001927347,8.548886773,1.170088012,1.703099998,0.048240066,8.988672173,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331095757.tdms,10,0.564427322,0.332841699,0.037686847,3.243728186,0.838556683,0.647873183,0.029931817,3.995766965,1.768956469,0.145311139,-0.011738917,8.142746491,1.176184172,1.675246874,0.066176811,7.578880472,-4.702914,95.9481,110.911
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,1,0.577970432,0.389145582,-0.002807207,3.105665849,0.807155935,0.326434962,0.024365752,3.487789644,1.850545021,0.203462996,0.002022366,8.444736075,1.202324358,1.461592819,-0.013137884,8.347267973,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,2,0.577826456,0.203386946,0.011120363,2.796217873,0.716144763,0.580002606,0.000723869,3.475362223,1.863013519,0.132382645,-0.00040953,7.658023923,1.12729517,0.76446504,0.033763862,6.276305378,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,3,0.570370432,0.130732189,0.00440798,2.466680353,0.741650351,0.576132928,0.001473259,3.697099296,1.82586367,0.087609973,0.003366223,7.240744039,1.148641621,0.58821387,-0.049513285,6.206802466,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,4,0.574376638,0.133607249,-0.005733555,3.008213441,0.819296892,0.053112773,-0.015272464,3.098520759,1.825333021,0.078558586,-0.009310814,7.518371074,1.198697969,0.839087715,-0.082251956,8.564977747,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,5,0.585088951,0.290118063,-0.006146277,2.943378447,0.883423235,0.473752278,0.039086831,3.866454341,1.823470358,0.177987842,0.006011085,8.674338103,1.234980538,0.902114404,0.013562073,7.18962723,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,6,0.57570917,0.29076825,0.002259759,3.114696539,0.797819712,0.485529464,0.015843985,4.132482838,1.81276388,0.136149895,-0.016296826,7.751299965,1.158195225,0.550634481,0.003900868,6.230862426,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,7,0.571547036,0.397712573,0.006354252,2.968859898,0.856329824,0.34154838,-0.002061482,3.980380075,1.803819499,0.235409936,0.01915644,8.895301573,1.158055576,0.482914735,-0.069219153,6.23539745,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,8,0.588769769,0.147715074,-0.010907462,2.692736815,0.839954033,0.385392833,-0.009826305,4.252440803,1.825798219,0.087174982,-0.000792719,7.773725057,1.166785924,0.74067788,-0.023066483,7.267795208,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,9,0.582173621,0.134877006,0.001049433,2.614827449,0.862608436,0.79828442,-0.025363013,4.487945802,1.82796545,0.096147659,-0.015165541,7.750938235,1.179892355,0.749864152,-0.068932343,6.90263225,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331100757.tdms,10,0.570490718,0.350499348,0.011612768,2.981134388,0.820840315,1.644743555,-0.017984659,4.795052445,1.862736365,0.246781144,-0.006983378,8.169855125,1.184682745,1.770505006,-0.007841102,9.261408451,-5.575023,95.6938,111.4082
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,1,0.594105849,0.328077151,0.017239856,3.291389213,0.831626935,0.328304142,0.045759522,3.929689371,1.79614987,0.055446383,-0.001333384,7.379887805,1.202947237,1.208156397,-0.070855939,8.086269515,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,2,0.584062007,0.233087724,0.005355844,3.009283276,0.927081307,0.53937939,0.02715256,3.949040142,1.818563935,0.138111177,-0.011175418,7.571038682,1.231800234,1.224378919,-0.007599154,8.276435373,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,3,0.593494877,0.467017183,-0.001543794,3.47497927,0.848644043,0.91941256,0.011648055,4.587828342,1.859902433,0.282367139,0.007464639,9.441517864,1.214430499,0.831450214,-0.02247511,6.801584813,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,4,0.615442921,0.38574141,0.000659836,3.362880857,0.801907227,0.188461932,0.008053764,3.63543195,1.825155302,0.063533911,-0.015579885,7.478666833,1.214849028,0.904880741,0.05032675,7.611053301,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,5,0.603913385,0.519551137,-0.005215022,3.112456952,0.81916261,0.019159497,0.021989644,3.217051805,1.816219519,0.136861251,0.00212854,7.949159075,1.221273791,0.87650461,-0.015156333,6.987347173,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,6,0.578928208,0.202175951,0.005813838,2.893272825,0.843247882,0.350249576,-0.003669603,4.212101508,1.821527325,0.067900926,0.01184597,8.671396617,1.200945959,0.685846865,-0.031268139,6.637290362,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,7,0.578194269,0.102778247,0.000507949,3.010556619,0.800886419,0.660788837,0.015183458,3.953444449,1.833199502,0.057951827,-0.007846471,8.530199707,1.15523901,0.673391934,0.049457739,6.937665149,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,8,0.607924378,0.472043159,0.010282012,4.075164437,0.830749188,0.182434497,-0.002547284,3.615783539,1.817825733,0.065484474,0.001001375,8.385955819,1.20645835,0.563787241,-0.020996686,7.44242164,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,9,0.600094459,0.195942908,-0.009283413,3.012741521,0.742360351,0.856222623,-0.01690688,4.049605059,1.817906766,0.223080186,0.001456694,8.603997278,1.137854152,0.983499711,-0.054624799,6.839249344,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331101757.tdms,10,0.596263085,0.103997649,-0.006096916,3.05122713,0.83767609,1.820039167,-0.050382698,5.274544255,1.770536871,0.029081298,0.012329699,7.640975156,1.198185051,0.876394879,0.017085054,6.973994005,-5.098257,95.3723,111.137
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,1,0.602989236,0.16519022,0.001909366,2.804096156,0.793391287,0.190749933,0.009740273,3.444104733,1.830890311,0.178762107,0.010931484,8.174145078,1.266799315,1.629095027,0.013488192,8.616100727,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,2,0.604422232,0.623894225,-0.006869406,3.175606209,0.893310831,0.98131294,0.010605586,5.327001386,1.771857428,0.095080388,-0.011924803,8.891090735,1.278238721,1.973172234,-0.03895573,8.876725717,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,3,0.609781693,0.292133828,0.016812266,2.815271257,0.8221297,0.153765376,0.001867667,3.895897806,1.82725425,0.234735458,0.005431509,9.733501469,1.324946358,1.861586267,0.067487856,8.674956771,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,4,0.586727229,0.117099726,0.015940873,2.709180121,0.872949071,0.397879673,0.026656973,4.377506101,1.833768295,0.193140133,0.011859412,8.331947747,1.247917072,1.08206184,-0.071937847,7.17062748,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,5,0.601006587,0.191798488,0.014888577,2.633533875,0.843084763,1.257273581,-0.035075565,4.811049973,1.817329984,0.171492737,-0.007597829,8.78560297,1.26518039,2.119143877,0.081940292,8.820829918,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,6,0.615284088,0.242698484,0.006427736,3.02610711,0.929666992,0.197813743,0.013202346,4.106114197,1.810233428,0.100030669,0.002502394,7.664584842,1.277695143,1.713021557,-0.078738936,7.850865188,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,7,0.625523467,0.41591819,0.011489596,3.566457323,0.797653785,0.202245614,-0.003568672,3.953673148,1.786077086,0.095177108,-0.022613238,7.248637342,1.321452443,3.297988337,-0.070263059,11.44371197,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,8,0.614303349,0.325815266,0.01369767,2.731971498,0.850931473,0.440614311,-0.007912408,3.877849944,1.803125997,0.005790374,0.019576312,7.306331809,1.314273598,2.743001184,0.099863017,10.88353801,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,9,0.612483316,0.294229376,-0.016028611,3.484366224,0.916485744,0.888685858,0.026067596,5.387436652,1.819183963,0.110259808,0.003536068,7.519306754,1.284022862,1.778061762,-0.004386607,8.71026788,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331102757.tdms,10,0.58797751,0.172804699,0.008582087,2.660959237,0.799924967,0.473865326,0.017533598,4.030992718,1.837116178,0.077989218,-0.006191152,7.531184303,1.249474153,1.733326339,-0.000579845,8.479562796,-5.217939,95.1446,110.5972
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,1,0.594646158,0.29478638,0.007272665,2.989174749,0.858323951,0.223435289,0.030959275,4.03901915,1.83832785,0.086150191,0.014460048,7.196539703,1.29427642,2.32999047,-0.073986643,8.759356978,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,2,0.609495338,0.266264748,-0.007986211,2.79604707,0.887186972,0.621204191,0.003173805,4.679181702,1.847879939,0.19925789,-0.006859551,8.18317303,1.287856535,1.592675411,-0.037600983,7.166818966,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,3,0.606771076,0.389099469,-0.005626069,2.819609985,1.017291245,0.126648645,0.055835401,4.112803078,1.835160542,0.113514435,0.00903845,8.542419739,1.282834949,1.400777834,-0.012145848,8.50938188,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,4,0.599209881,0.326894314,0.010605567,2.792830622,0.872258387,0.423139444,0.022690751,4.42945623,1.811152339,0.083328112,0.004267685,8.24780477,1.31518545,2.400185799,-0.120564946,8.555994765,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,5,0.627231779,0.389573674,0.006757037,3.199887227,0.971584797,-0.01355914,0.031930239,3.899096161,1.790044086,0.081995686,-0.001412276,7.886058447,1.332273935,1.277426185,-0.093553735,8.577524513,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,6,0.623741355,0.726401303,-0.002037082,3.278251312,0.886393413,0.362525053,0.015209782,4.410922591,1.867114673,0.154572281,0.008425765,8.244963066,1.327027729,1.829437309,-0.023420637,7.59881438,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,7,0.592118976,0.249560811,0.014561166,2.68983874,0.92768189,0.202630618,0.06045257,3.96648507,1.838005364,0.204748082,-0.021703645,8.612322477,1.310742441,1.171719106,0.008728003,7.238427579,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,8,0.591728546,0.114644626,-0.001408896,2.991050038,0.896502606,0.463509349,0.011244387,4.565769217,1.839360897,0.10948916,0.004228572,7.430612136,1.307529717,2.439329294,-0.072755468,10.6667677,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,9,0.615809979,0.306799409,0.008909772,2.728625193,0.965594978,0.310846493,0.045624398,4.245181684,1.809284791,0.087847106,0.00217708,7.459109046,1.296818164,1.458572344,-0.026499819,7.969027854,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331103757.tdms,10,0.599943272,0.5053777,0.014980965,3.116187773,0.971035708,-0.023738352,0.019165193,5.28477763,1.839430329,0.069153953,0.003790169,8.203300629,1.314241407,1.307733194,-0.083247459,7.964953302,-4.719591,97.9129,109.2831
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,1,0.605057981,0.244874796,-0.002500554,3.181953798,1.023417631,0.201507633,0.029805887,4.55851694,1.873881906,0.255367969,0.006285749,8.651928201,1.295947931,1.605142136,-0.000899727,8.822151827,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,2,0.588477486,0.223727599,0.017402063,2.849860478,0.990295091,-0.067465506,0.035158386,3.967655229,1.826908066,0.103521686,-0.010537303,7.86514891,1.285342101,1.962548253,0.037424073,8.363800411,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,3,0.592053235,0.175053998,0.011853516,2.792010408,0.905989859,0.074127046,0.013597513,3.798974027,1.836867936,0.177717057,0.011386488,7.990490253,1.266385448,1.491920723,-0.123713807,8.034766191,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,4,0.605128416,0.193109808,-0.00192331,3.048864578,0.951274282,0.20244626,0.031311334,4.326911886,1.846428139,0.100112564,-0.00235193,8.335418315,1.281246433,1.931629402,-0.077547906,7.93282962,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,5,0.611801012,0.578964743,0.012516726,3.33858198,1.054913727,0.241294952,0.024989189,4.148968705,1.851595293,0.104713269,-0.000636036,7.992297353,1.302644859,1.880966714,-0.036654404,8.967361485,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,6,0.594560398,0.193773713,-0.01136464,3.103083166,0.908973301,0.381916879,0.039935644,4.225496206,1.851728424,0.215776465,-0.001543872,8.712888788,1.254247755,1.289804292,0.047904247,7.015301978,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,7,0.580703906,0.541966141,0.003939361,3.286446417,0.871804441,0.419463769,0.060967093,4.163759081,1.811132729,0.141270515,0.015533271,8.04407446,1.243260049,1.388234013,0.008029011,7.399232948,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,8,0.600387585,0.245810734,0.006573268,2.666455297,0.859491396,0.543419031,0.03504194,4.36633088,1.823025605,0.170152494,-0.005559146,8.186856092,1.238417283,1.295621432,0.019011862,8.580000708,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,9,0.591736989,0.130294775,-0.005747894,2.566012546,0.846236701,0.455277079,0.041422839,3.901035622,1.814946972,0.022480725,0.008684846,7.958656519,1.237934741,1.145375317,0.002161661,7.075985868,-4.820634,98.3103,109.7944
Train2,modified_KIMM Simulator_KIMM Bearing Test_20160331104757.tdms,10,0.598553872,0.259798195,0.002128623,2.9163106,0.873299043,0.454863243,0.044158409,3.975889937,1.812950549,0.200640465,0.009850478,8.629067566,1.253405635,1.352429106,-0.002547984,7.675786996,-4.820634,98.3103,109.7944
